worker_ref_id,bonus_amount,bonus_date
3755,3289,52:55.1
6355,1857,04:13.4
2355,1692,04:39.5
5992,3117,23:42.5
3332,1965,58:59.4
6408,2538,31:11.6
5797,4896,58:43.8
5478,4876,39:04.7
1208,5808,03:25.8
8622,1311,35:32.8
3504,4142,45:44.0
1601,2237,46:59.1
7582,9718,15:44.1
8461,6558,32:53.3
2186,5871,58:39.5
4516,5450,06:39.5
5834,7502,36:02.9
3423,2959,03:38.5
3958,8543,33:38.7
6543,4276,29:20.2
9350,5217,19:21.1
6255,4815,12:56.8
8786,7954,52:22.3
222,4886,27:08.2
5392,3482,17:20.8
5160,1168,26:15.0
8703,5140,01:14.9
4463,4663,35:48.7
7521,8461,24:37.5
7397,8184,57:22.7
4785,4570,27:46.3
3707,1613,36:47.5
1360,1031,41:39.4
4044,5057,41:38.0
5068,6235,28:19.7
8753,5692,51:27.9
7385,5171,15:09.3
2874,1897,31:43.0
649,5617,35:24.2
1857,5222,38:57.8
7572,3428,49:38.2
1630,1700,02:45.0
8191,5840,32:35.4
7781,1508,22:14.8
1780,5700,01:09.2
3306,9286,22:46.7
4552,9894,32:53.6
5112,8262,44:46.5
7658,7768,31:02.9
895,2954,05:16.8
1183,7882,11:53.7
1059,4466,14:09.8
7055,6928,13:16.0
4038,4091,16:31.1
1092,5954,47:08.7
8090,2145,36:48.5
1213,9560,56:58.9
8241,3635,53:48.6
8181,7099,06:17.7
2091,3862,18:12.5
6067,7449,57:26.1
3635,2750,34:01.4
3230,9952,51:01.3
7928,6071,53:41.3
2971,8904,39:25.8
2775,4812,54:20.4
5701,9602,08:33.0
3697,1297,35:58.5
5720,4894,39:59.4
7418,1038,13:52.9
6824,7532,28:53.0
9296,8557,20:25.4
506,1757,14:38.4
5054,9615,00:49.2
9513,7719,46:23.8
9084,4740,03:19.4
5155,7042,08:45.0
1858,3816,38:36.4
3304,4238,42:32.6
5503,3230,57:25.8
7363,2927,11:06.2
3174,5290,28:55.0
8241,8729,39:55.6
8287,7035,55:57.1
9716,7071,35:07.0
6317,5791,41:11.3
5420,3691,26:10.4
9581,3245,00:59.2
8882,3224,15:30.6
1584,4957,10:17.8
3971,3451,18:47.3
9756,6208,46:49.8
948,8504,56:55.5
2565,2357,18:02.4
5336,4524,15:58.1
6898,6402,42:15.7
5220,7712,36:36.5
3397,4285,19:17.2
8967,1109,08:10.2
1927,6718,52:16.5
2499,4409,28:58.0
503,8196,46:49.7
9223,7781,14:05.6
7775,1236,55:47.3
2581,5541,52:10.0
3356,8193,06:58.1
5593,1316,44:29.3
2472,5154,30:52.5
8275,3124,16:51.6
6733,8265,49:49.7
1848,5859,00:34.5
3271,7289,41:21.5
1650,9965,18:55.2
2493,8407,42:47.7
830,9447,14:05.8
9101,2777,26:24.1
4339,7323,00:09.9
8299,5169,55:03.3
8134,7649,12:58.9
1356,6667,47:59.0
8398,8553,39:01.6
586,6971,42:57.0
9373,7074,35:17.6
7560,8809,46:23.0
9599,6835,53:32.2
6864,9510,41:43.9
2264,3082,39:02.9
1871,6704,01:09.7
7990,6910,00:08.3
7708,6337,47:56.1
5536,2872,26:18.2
1264,5278,48:34.8
2165,3407,36:58.5
4617,3532,36:15.4
2118,3245,06:48.3
8405,3306,15:50.9
8715,8468,43:41.3
3238,5979,39:07.5
6758,4662,59:07.0
2105,8847,12:16.0
6678,6661,41:16.6
7530,4204,39:59.2
1648,4268,34:18.8
2438,4775,02:42.9
713,3113,54:25.5
9395,6785,29:52.5
9667,1013,50:33.3
4487,7104,04:57.3
6773,1566,31:19.0
7025,4506,42:41.5
970,5314,48:58.5
9508,5731,02:24.5
2377,1243,24:36.8
658,3563,09:17.7
2742,6346,03:15.8
9392,8663,53:59.6
9773,9401,39:11.8
4712,3735,10:43.8
3381,3121,33:59.4
6968,7654,57:02.8
7390,8444,12:33.5
2426,4106,20:21.3
9201,9759,25:18.6
3999,7659,44:58.1
1724,9888,31:53.2
2236,9747,38:01.7
8430,5987,00:31.0
9055,1568,12:14.7
6269,5254,31:28.2
1693,5490,14:48.4
2020,4715,21:04.3
8294,8307,38:54.1
7350,6909,25:25.4
9424,3027,52:04.8
5022,3313,39:02.6
1767,6748,43:05.5
1477,4112,07:36.1
4418,8269,53:50.1
5481,8495,06:28.5
9900,4285,53:21.8
6246,5291,29:13.3
9711,5765,29:03.5
9457,5785,08:53.9
3654,9279,09:38.1
3474,9585,55:57.7
5178,9649,12:31.1
6411,1596,30:57.7
2594,4813,50:21.5
4155,2237,56:20.8
8638,4763,59:19.0
2831,2557,57:51.3
9966,6797,18:31.3
812,7782,39:22.1
2875,4910,33:10.2
8315,6557,54:31.4
8946,2446,23:50.8
1032,3845,32:14.7
8961,9351,13:19.9
6149,3240,47:57.8
9284,1871,22:06.4
9293,3419,27:41.2
6832,7954,32:55.8
9410,2460,13:01.7
294,9589,21:45.9
520,1963,40:26.7
546,1372,13:58.9
8868,9185,47:45.4
5517,7910,57:29.0
1319,1123,04:19.4
2086,3753,09:23.2
560,9972,41:45.0
4202,2906,18:43.8
2049,7079,54:58.1
5508,4263,18:19.4
2988,6647,29:08.6
7798,8998,39:05.3
5735,9152,03:56.4
5401,3169,49:03.1
5406,9690,02:55.4
4688,1916,25:26.3
2211,6014,24:55.9
504,1771,29:03.1
4179,5166,38:15.2
1197,4868,09:13.8
107,4009,07:48.1
1906,1200,15:35.2
9683,1068,28:07.4
1604,2075,47:13.9
5028,4589,00:46.8
6694,9550,12:52.2
2162,6708,41:04.9
2231,5084,35:01.0
7303,9697,02:45.0
3116,9350,07:42.3
9916,6798,41:15.3
6051,9925,26:06.6
359,9853,21:05.5
473,4198,37:38.8
6217,9330,53:02.6
4204,4626,58:20.3
921,5269,15:55.0
9013,5787,30:43.3
9666,9871,49:36.1
9238,4901,38:48.6
7892,6592,56:45.8
2574,9516,48:37.6
179,1979,00:32.5
4286,7347,53:31.3
551,4154,42:33.8
6034,4927,32:31.1
4730,4988,05:49.0
8861,4191,45:32.3
9808,3270,51:01.1
1269,4602,25:50.4
4299,1909,33:20.2
909,3847,36:39.3
6741,4664,29:29.0
5508,1946,01:34.7
9712,8132,13:20.5
1514,7471,48:44.7
8616,6760,08:13.3
4834,9078,53:03.6
3634,7427,00:01.0
7764,3765,33:53.3
4441,2796,09:48.6
6072,2602,34:05.9
9632,9463,14:46.9
9665,8815,51:30.1
4637,1379,29:07.5
1961,3773,46:58.3
3880,5328,47:41.5
5792,4445,03:07.3
2331,3917,27:16.4
396,9297,50:46.6
1097,3684,36:57.4
2749,7748,43:18.9
9323,2432,43:59.8
9947,2723,15:24.5
9835,9379,01:56.6
6321,8672,18:29.5
4805,3932,26:15.7
8085,2643,39:51.5
6061,3869,40:51.7
5610,1624,38:21.0
3005,4788,21:24.6
9537,5180,30:29.7
9862,9857,07:22.1
9954,2547,46:04.8
7824,5117,20:12.3
9896,2149,17:26.4
5426,1526,39:10.6
4002,9254,18:03.2
7430,1248,59:28.6
398,3433,43:49.9
4092,9251,28:33.1
7311,3016,41:30.6
5271,6510,24:24.8
300,5997,09:37.0
5058,3846,22:47.6
8748,2459,39:52.7
1229,1147,14:32.2
2272,8381,37:13.2
3622,4415,57:24.1
6002,7781,37:16.2
7721,3974,21:23.2
5969,8978,59:09.6
957,9932,59:28.2
47,6841,29:07.8
7108,3860,53:02.6
1615,3505,05:59.9
3919,5275,50:18.6
5168,9155,59:14.3
1702,1052,29:04.9
6996,4639,46:31.2
5598,8686,04:47.4
4669,8926,39:31.0
785,8754,34:19.9
4803,1995,27:05.3
4894,3257,20:07.4
8758,7825,08:53.5
11,2049,09:26.1
7381,2926,13:01.7
2533,5963,22:07.2
1287,7220,40:18.0
1379,1962,49:14.2
1748,4697,08:16.7
758,1905,09:19.9
4685,3770,07:19.8
2882,5994,26:30.7
3113,4803,56:54.4
6287,5488,34:27.6
7267,1597,48:03.6
5676,5775,34:31.1
2028,3592,44:41.7
989,7787,38:06.8
8209,4582,27:53.5
9933,3939,19:06.6
2374,2859,04:12.2
5938,6363,26:51.0
658,4040,36:14.6
854,6364,42:38.7
1048,8297,46:41.3
7443,9005,00:42.7
7369,6873,14:23.8
3830,1848,11:13.6
9875,8095,41:02.8
1618,6854,54:55.9
7704,3445,39:50.3
3949,9799,53:25.6
7427,1062,48:45.5
159,1068,55:17.2
2180,6599,05:46.3
5515,6019,33:35.0
321,1087,27:30.0
3200,1426,40:53.6
2091,4290,44:27.6
1156,9203,41:28.7
8142,2533,37:49.3
1969,3064,06:05.1
9542,5338,15:55.1
8706,6157,22:33.5
1113,7037,35:17.7
8928,9308,10:30.6
750,8794,57:48.9
1768,8116,34:54.7
2022,8813,28:54.8
2021,8017,04:16.2
8937,4233,43:02.2
1100,8644,45:11.8
878,7543,37:09.3
3012,9839,18:29.1
6945,9727,49:12.2
9263,7486,18:46.5
6768,8223,13:42.8
7782,4935,30:01.1
3535,9567,34:19.4
6456,6186,17:03.6
3491,8808,12:20.5
7107,8914,15:58.7
3897,9748,26:35.2
652,8849,57:11.5
8235,4979,03:08.9
3844,2345,31:38.1
1748,3025,33:41.9
9853,9584,43:26.7
984,6267,41:17.1
3222,4300,17:29.7
1218,6986,14:33.4
6587,1255,13:10.8
1975,3582,40:20.9
6655,4913,46:30.6
2856,2335,52:58.4
2970,9785,22:12.6
2223,5443,58:55.1
935,7635,25:27.2
6099,2421,14:08.4
7014,4916,02:01.0
170,9435,16:33.5
6340,1452,33:35.5
3516,1442,33:33.5
9007,7396,51:24.8
62,9232,34:14.6
4219,5788,44:52.5
5939,5463,27:02.0
6277,8809,28:15.3
9818,8251,44:14.8
3441,3566,40:49.7
4687,8231,44:00.8
4385,7185,32:35.8
7880,9487,02:28.4
2448,3052,32:11.5
690,1711,20:18.3
852,5898,59:51.6
7198,3958,22:40.7
9015,4679,58:30.5
8755,8416,59:58.9
8356,9427,03:54.1
3252,8319,49:47.3
6490,9945,19:34.4
3214,1042,08:28.1
2425,8527,49:51.1
4646,2337,49:22.0
2704,4413,12:36.0
5574,9623,57:09.4
3136,5908,29:02.2
6538,8748,58:16.6
6042,4300,22:51.1
5520,2123,54:09.1
2730,3250,18:44.5
7998,2023,52:09.6
3134,9467,03:48.7
6192,6448,10:43.8
8737,8489,51:17.4
8479,7178,50:58.5
2020,3603,33:30.8
51,2548,58:50.8
3284,8544,37:51.6
7254,5023,20:12.0
514,2693,15:41.4
43,3633,51:01.3
3225,5641,42:02.6
4887,9937,36:17.6
6430,2781,14:23.5
9833,2457,04:09.6
721,7355,03:40.0
5603,3968,09:38.2
2687,2887,22:06.6
1379,4984,26:31.2
2040,3719,47:32.3
1590,7165,04:15.9
7838,4887,42:37.4
9212,8040,05:01.7
2664,8977,56:23.8
1266,7114,04:41.3
4096,1264,52:53.1
908,2363,13:56.8
381,8890,01:48.6
8417,8200,54:35.3
5082,1968,11:12.8
4408,8622,53:10.3
4047,7340,59:55.6
6912,7738,53:34.3
5722,8484,11:10.8
5065,2543,21:01.5
2205,9215,15:42.1
5046,2256,36:37.2
7048,4080,54:42.2
3340,1400,38:43.1
143,6195,00:37.5
9694,4169,58:58.2
6714,1717,12:43.7
9295,1223,45:14.8
1648,2977,42:27.4
8846,8253,39:27.3
2695,8849,00:31.9
7527,4564,51:47.3
8939,8512,43:10.1
8930,8322,04:15.0
8178,3465,50:48.2
818,6101,07:23.9
9506,2441,13:31.6
5621,2753,29:18.8
2731,4163,11:22.0
4786,5798,43:34.4
8711,3283,57:39.5
7477,3988,48:58.5
5646,1030,45:04.5
7834,2104,40:22.7
9258,6111,55:53.9
4288,1410,41:52.5
599,6988,07:48.9
7931,4633,52:46.9
2305,9387,00:41.1
6760,6552,12:34.5
8615,8505,28:21.2
9007,8411,26:12.5
478,4147,29:27.4
7434,3860,17:28.2
6958,2087,58:20.5
3669,7719,18:46.3
6044,6602,35:46.3
1691,1144,10:37.3
2010,3908,21:56.0
8816,9078,22:05.9
2588,2012,52:00.8
7360,2288,44:28.4
6869,4428,13:09.2
7231,4569,01:40.6
2799,4639,08:51.7
5403,8569,16:24.8
581,7784,42:47.7
5958,7065,47:24.5
1141,6011,43:11.9
9512,9858,12:56.9
7140,5368,21:57.9
1955,9035,17:52.6
5000,3042,24:27.9
4553,1142,11:55.1
663,9318,11:23.2
6034,8495,02:18.2
1986,7849,49:26.4
3436,9882,47:48.6
850,6726,48:58.9
1367,2178,07:18.0
6560,8357,04:20.2
4576,2287,14:37.0
140,9135,24:14.6
6861,7312,56:39.4
7384,3010,25:42.8
2150,1683,22:11.1
7534,1014,56:02.0
5023,5484,02:47.2
2173,6206,42:05.3
1047,8146,26:10.6
7202,1786,27:04.3
1823,2955,26:45.3
7018,9598,31:25.6
8688,9910,45:21.6
6092,9973,10:10.6
8760,1529,29:10.7
3384,5958,31:43.9
8513,6694,33:25.1
6111,7589,39:22.6
9892,4212,32:30.5
4647,7999,08:51.0
6254,5340,49:17.1
4208,3091,12:19.9
7025,7404,10:35.7
1945,6174,53:14.8
1091,1900,42:14.8
8505,5857,49:28.5
225,9207,44:08.5
3484,7827,36:46.7
9189,3195,55:45.8
5707,7967,36:51.3
1650,3593,26:23.6
4464,7735,26:00.4
8844,5810,06:41.5
4523,8614,24:03.5
6164,9885,15:44.5
4090,6537,48:00.1
8142,9884,09:14.1
6921,2301,42:35.0
2782,9679,44:15.4
2966,2022,41:42.2
5760,1127,09:08.3
3294,5392,12:24.6
5737,2056,28:40.2
7625,7053,21:31.8
9766,4877,05:01.7
8722,9605,08:25.5
5087,5663,31:59.4
3465,3316,35:00.2
1901,6003,39:22.7
4308,5546,56:44.5
3528,1749,20:14.9
2798,9120,19:08.8
6918,9595,29:08.9
8241,2753,05:56.0
8753,4679,15:26.8
9753,8896,49:31.7
8980,4384,32:03.2
2048,3550,51:43.4
4494,3030,01:07.5
9801,1066,39:31.2
5299,3785,56:53.0
5844,7540,13:46.9
2065,3023,46:56.0
5748,1904,39:12.9
3161,3336,10:59.3
573,5174,04:36.2
3087,1004,14:38.2
9556,3227,26:06.4
8610,9824,41:40.9
6669,6079,31:32.1
5001,2331,28:38.6
7653,9428,04:36.7
3594,9824,06:34.5
2568,5211,48:16.4
4669,1657,09:05.1
4799,1591,12:07.6
4306,7015,42:57.9
3138,9260,54:02.0
7102,7732,40:42.8
8050,7659,34:34.6
9310,1857,56:51.6
1773,4266,24:34.6
1366,1500,15:08.0
2603,3804,02:01.2
1838,9666,29:22.2
787,2161,10:18.5
2630,7787,45:49.6
9620,6102,42:35.5
9575,3244,09:20.3
3738,1399,31:01.7
2394,8835,28:34.6
2314,9933,02:49.8
836,6896,17:16.1
9490,2304,10:43.6
420,9763,35:22.9
8023,5269,22:45.9
3477,3624,05:25.6
3426,8243,18:47.5
5795,6177,59:37.4
1088,7228,04:51.3
7025,2877,23:01.9
7366,5480,40:20.6
213,2690,18:42.8
4680,3368,13:37.6
8720,5154,43:19.2
7607,8271,13:13.7
7256,9442,35:05.0
5991,7027,03:50.1
7684,6200,36:44.3
4253,4305,59:06.0
3514,4307,23:34.0
8365,1604,18:30.6
1287,1615,44:35.5
1675,7293,53:26.2
4228,8415,53:59.2
6669,7880,33:43.2
7991,2427,57:16.0
318,9501,20:40.6
1904,3509,33:23.3
133,6433,23:12.3
7300,8852,46:36.3
9015,9759,25:39.1
1092,8606,22:48.5
9431,4199,00:52.1
9584,8764,36:36.8
5511,1789,45:28.3
7686,5995,47:40.7
2083,1404,47:26.4
6167,9335,59:57.4
6265,8252,39:16.9
8952,9888,41:44.4
2190,3465,12:53.5
939,2207,33:28.3
7854,2123,22:51.0
8416,2540,35:30.5
7219,2987,24:30.4
357,3341,30:13.8
708,2326,42:00.9
1845,6330,08:21.2
2548,2766,34:49.6
5988,8158,00:10.7
5486,7230,26:18.8
1087,8040,10:17.4
7456,8885,14:19.4
9533,4008,38:33.4
6675,6590,49:23.0
6755,3218,52:02.3
7524,7899,17:33.0
1000,5526,56:37.8
8372,3763,40:22.0
8831,6954,06:46.1
1111,2342,39:19.2
9057,3534,02:04.9
4641,8637,35:21.9
2884,7458,00:52.9
8181,2239,56:05.3
6742,7904,44:00.7
8434,7134,54:35.1
6123,9477,38:38.3
9119,1542,40:50.9
5068,3494,40:52.0
2199,1321,16:14.9
939,2889,57:03.7
4886,2962,32:11.2
7807,2021,13:17.0
6446,7829,29:55.8
3431,4671,46:39.5
6937,9662,15:51.1
3979,8211,27:52.7
5207,8382,45:51.3
2279,8850,21:01.7
4588,2148,24:46.9
3759,3392,00:07.2
2833,1765,00:53.1
6919,2455,25:19.5
6719,8322,01:54.9
3726,3073,42:52.1
1495,9725,49:39.1
3807,9329,17:26.2
8755,3725,04:05.7
539,5989,22:17.2
1783,2832,47:39.1
6734,9284,02:47.6
2280,4292,21:36.3
8501,2752,08:18.4
1461,9642,29:38.7
3333,8309,31:30.0
7625,4507,37:55.2
5554,4511,47:11.5
1912,6849,41:00.2
3607,5529,04:23.0
9987,9589,35:06.5
2527,2364,06:52.3
595,5045,14:50.6
1787,4800,31:41.6
7695,4698,16:17.1
8401,6303,26:04.4
3690,5315,28:47.8
3493,2029,06:26.0
4442,2959,24:13.4
1500,1789,27:52.2
5668,9963,56:02.3
3396,6137,58:22.2
5567,4486,08:08.7
2411,2712,58:08.6
4367,3864,22:08.2
4875,9936,30:55.5
3584,7418,08:38.0
3294,1909,06:55.9
6901,9928,59:16.8
5174,8648,20:44.0
1201,1482,24:52.5
3593,2759,14:31.1
7047,1932,47:22.8
1947,4583,06:35.1
1237,6968,13:00.7
2087,5406,59:59.5
6670,6929,54:49.5
216,6078,24:31.2
2545,4931,47:00.2
8574,3841,23:02.4
6989,1928,24:23.1
9568,3164,57:02.7
4302,6539,39:20.8
1213,5277,43:08.6
7499,5470,51:09.7
8075,4434,10:51.0
8941,7538,00:49.8
6841,2215,31:19.4
1016,6902,31:06.5
31,8322,08:08.6
4688,8102,59:55.9
7827,6157,19:57.4
1618,2711,01:08.2
1231,7947,43:28.5
9317,8674,12:57.4
7399,7272,16:10.8
4266,6681,21:01.6
4433,8890,14:38.7
9048,5902,52:39.5
7443,2260,13:43.9
316,1755,07:51.2
5623,6860,21:31.6
6077,7087,48:19.6
3047,7701,21:37.6
7002,3557,37:56.8
5772,6165,50:33.5
5651,5158,45:59.0
6807,3504,29:59.0
3865,6827,09:55.4
3064,1808,55:28.5
219,7562,23:28.1
7200,6137,03:01.5
8578,9963,06:54.7
8032,5691,49:42.7
2610,8547,04:50.6
7418,3779,08:17.9
9167,3094,00:57.7
2999,3540,20:28.6
6483,2777,15:10.1
7488,7473,54:20.0
1572,2909,35:07.5
2811,3162,39:31.1
7591,5263,52:09.6
6344,5293,28:07.7
1825,8144,03:28.4
472,3992,07:45.0
1615,9982,12:06.9
1963,3896,38:06.0
7453,5505,33:46.5
3208,7788,47:26.9
8135,3932,04:14.0
2583,7280,32:50.4
2522,2295,22:01.8
8640,8023,06:10.7
155,9541,13:58.7
2955,1732,35:56.2
9165,8509,12:03.0
4854,2876,00:00.0
6756,2987,46:00.0
6053,2975,58:11.1
9655,8826,09:41.9
7273,4119,07:17.6
6383,3231,23:34.6
3014,2364,48:27.4
123,9548,57:22.3
6019,3306,19:15.2
3022,3677,09:47.8
7592,1993,33:35.8
8361,2101,04:09.3
7524,4722,15:01.7
7552,4262,19:42.5
9531,8513,33:41.9
6505,3889,19:48.6
4664,1015,55:17.5
9214,5221,46:08.2
5158,4334,45:10.4
2811,8978,31:26.5
1377,6992,55:24.5
1459,6227,42:28.3
1011,7233,31:50.8
1782,1863,27:00.4
1694,5601,45:49.6
5866,9854,27:15.5
179,8225,02:56.6
9706,9062,27:18.7
2641,4792,22:46.0
6280,4409,28:11.1
9394,9880,21:47.0
5144,8466,32:36.7
9322,1842,48:32.2
6532,1460,01:05.4
6782,3482,54:49.0
9855,2624,22:25.3
2031,7352,49:04.1
2548,8800,30:52.6
5723,5532,42:22.0
5666,9539,56:26.7
974,5274,43:29.9
1993,3708,12:43.8
3669,6172,37:17.2
5208,8476,13:52.3
1009,6890,30:17.3
9990,2725,16:12.0
9444,8646,24:18.4
7940,6963,13:15.9
1668,3663,35:58.3
7639,9230,24:43.8
8449,3057,30:48.5
7683,6187,22:25.1
7254,8494,41:26.6
2517,5076,37:39.1
6117,7246,30:24.5
7343,5904,41:27.3
3613,4636,51:50.7
3695,1743,59:24.6
837,8091,55:27.4
9680,7838,23:06.1
5159,9155,41:23.0
319,8163,17:35.9
6019,4011,28:57.1
9236,1691,37:37.6
8623,6128,35:57.0
4704,4705,59:55.3
395,8946,48:40.4
3977,4858,23:18.3
9024,3344,36:58.2
2786,4706,45:20.7
2306,7533,54:28.0
3914,8702,46:12.0
7243,1786,42:15.4
5546,1597,36:48.7
6443,1220,47:14.1
1595,5153,53:56.4
7133,7862,49:59.1
7053,1804,08:03.7
8666,2421,00:48.2
3708,6392,37:06.3
9953,7884,07:52.2
9645,9922,47:29.8
136,5127,20:12.4
7911,1825,42:15.2
6849,1805,37:58.5
839,7127,27:13.9
9722,1964,43:48.2
648,3568,08:15.5
6559,6688,32:06.1
935,9263,41:46.1
1108,9060,19:24.8
4845,6730,04:36.9
4157,6321,37:46.3
5862,3783,06:41.4
8294,4565,51:40.8
3275,3643,42:48.2
5753,6317,19:29.7
3914,7167,45:49.5
1764,8094,34:33.4
6493,3020,36:06.5
6835,6989,34:01.2
9380,1635,23:12.2
2456,4521,19:13.3
9136,1159,39:50.7
1024,8152,14:47.8
6247,4885,46:34.2
9217,7466,18:34.4
5019,5454,49:03.5
264,6298,04:38.7
6855,6010,23:52.4
9977,6171,47:09.5
7770,4858,04:45.2
6716,3353,39:04.9
8620,7484,05:09.3
8301,8333,17:08.2
148,2324,56:56.0
7676,7001,55:39.1
4180,2325,34:13.0
7364,4991,47:33.3
8142,5810,44:44.3
8038,7361,21:20.6
8695,2316,00:30.4
5377,1211,39:14.9
5229,5912,47:43.7
7972,9914,26:57.3
1889,8575,53:36.3
4121,3567,16:42.5
3524,7701,05:02.5
5385,8448,08:47.4
3839,5989,18:47.8
2268,6865,15:01.1
9374,3665,04:59.0
7015,7739,06:15.8
4269,9785,08:50.1
8951,2754,54:15.9
9616,5389,24:20.8
5646,6675,25:55.1
2954,9740,21:39.3
6503,3952,05:14.8
4536,2797,51:47.7
9762,8832,23:33.3
8989,2514,19:18.0
265,6153,50:54.6
58,7996,17:32.4
1752,4568,49:31.7
3163,7913,55:50.5
5778,7709,38:17.9
2087,4157,31:38.7
1217,7726,11:10.8
419,7809,07:55.4
1965,5834,49:29.6
1419,7596,27:18.4
9623,8733,59:09.4
5653,7075,01:25.9
1298,4699,19:51.8
9923,2463,16:43.4
6668,5696,16:14.9
5767,8012,02:29.7
7480,4163,34:10.6
7733,9838,31:46.1
3152,1386,14:19.0
9232,6656,25:23.1
1405,4825,55:01.9
5748,8584,55:57.6
2649,9273,11:52.8
9996,9538,09:57.6
2731,2625,19:16.6
9129,2871,05:50.6
2941,9072,31:11.1
171,3863,05:56.5
7121,5746,25:33.8
2996,8649,36:52.8
1761,2384,17:24.7
5359,3320,21:51.3
2889,4077,49:07.3
6347,6699,26:09.6
3286,5160,19:05.4
3988,6186,26:23.3
8590,6845,31:21.9
4663,3597,59:42.0
5407,8030,18:52.7
17,3620,06:02.1
7353,3278,52:42.1
6037,9239,25:47.4
6167,5903,55:16.5
6841,9548,15:59.8
7995,3434,54:45.0
8739,3571,04:23.0
9991,5721,07:12.3
6622,3668,45:07.3
5620,6049,53:20.3
1379,6426,23:02.8
2154,2951,47:40.2
9826,9659,50:52.2
5902,5762,56:35.7
8441,2689,20:48.1
9167,6093,30:12.9
4882,6323,19:22.9
4718,3001,22:24.0
3176,3536,33:37.1
6759,5341,06:58.0
9415,7793,48:17.2
8280,6141,35:22.7
1096,3076,52:15.3
6431,8539,13:46.8
3818,4939,34:18.8
4418,9024,48:48.1
1011,1894,51:27.4
9790,5012,38:05.3
4524,1122,10:41.5
3872,6405,40:30.2
7720,8950,57:16.6
8311,5470,58:59.5
6588,6281,39:43.8
4178,2630,53:11.8
2480,2857,18:13.7
6430,6610,49:17.4
3474,5041,29:03.2
6801,4444,03:08.8
1160,2208,15:57.6
8801,9795,31:28.2
8809,1287,45:44.2
7326,5841,40:27.0
3275,4619,57:18.8
3200,5517,52:56.1
5891,1386,27:00.7
2954,2559,03:41.6
6902,7444,12:24.1
4448,6372,14:30.0
2826,2128,55:22.4
150,8282,57:10.4
8572,3616,06:39.4
4959,6745,46:33.5
100,8773,29:16.4
4733,5306,49:19.0
7524,6545,22:07.0
5404,1583,42:31.1
3841,8235,18:23.2
3915,4889,51:43.0
4318,5743,09:27.3
6478,5076,09:23.4
9804,8781,09:55.3
8081,8923,50:49.8
1190,5370,15:35.1
9305,4327,46:56.8
2942,3011,47:51.7
3959,5544,51:33.8
9754,5559,06:50.8
5824,1159,29:54.7
464,4029,56:43.8
8776,3558,11:02.3
9149,1053,08:50.5
1817,4554,53:39.1
2471,1958,08:08.3
8759,4850,47:31.0
9958,3114,14:38.4
2980,6063,24:47.3
2732,3290,29:19.7
8943,5147,06:12.1
9866,8155,33:42.5
7374,1117,47:18.0
1449,2841,45:11.7
3574,2962,07:37.8
9722,5986,30:03.2
7646,7058,57:39.8
3177,6835,18:08.0
5094,1210,52:09.8
4334,9642,18:38.9
2434,2072,38:41.9
6398,5187,31:21.9
242,9137,42:50.0
3971,8762,42:10.5
585,3584,44:26.8
9437,8205,15:06.5
8247,1668,11:02.2
9712,7025,23:09.1
8131,8283,22:56.9
6274,4008,27:21.9
4455,8229,48:39.5
4474,7078,50:57.9
954,9866,30:30.7
1499,5600,29:18.9
2589,9002,09:23.7
3740,2708,21:54.1
9695,2593,24:04.5
2179,3513,00:24.9
1543,4277,24:03.6
3791,8522,57:27.1
3107,4303,34:31.9
4182,3336,01:58.1
3879,1906,00:44.5
950,1231,46:37.4
3094,5354,23:45.7
2714,6843,43:31.3
935,2105,23:18.5
9185,1388,41:05.2
2944,8533,55:28.9
3505,7963,58:33.2
9594,6094,39:17.3
7143,5975,52:20.0
311,5478,29:27.6
8060,8194,04:53.5
2348,5993,40:49.5
3274,2932,18:25.3
8952,9598,49:29.2
8754,8930,40:49.9
3707,5647,00:55.2
6637,6498,05:43.7
9944,5885,03:35.3
4382,3923,31:56.8
6475,1450,36:58.4
9780,1318,33:16.6
9039,8082,53:28.8
8261,8292,10:06.6
1700,1376,17:01.1
3228,1671,55:44.0
5744,3725,37:17.2
3130,8487,51:43.0
4252,8317,30:19.6
2374,3113,29:09.8
317,7921,30:51.6
6853,7608,26:49.1
9750,7898,47:49.1
7753,9110,47:48.0
7937,3437,25:14.3
2260,2054,26:05.7
8619,6107,06:07.3
5106,3185,22:47.1
184,5735,34:36.9
4854,6336,50:21.6
6044,1759,33:09.1
2004,9535,48:46.0
4448,5421,45:56.7
9721,4336,31:29.1
2938,5598,02:48.4
6806,8554,12:57.1
4855,4136,26:38.1
9867,7702,46:46.9
8825,5846,57:39.3
1603,6010,50:41.9
3504,7553,29:02.2
2463,7290,13:05.3
8766,7947,45:13.9
4696,3113,27:22.8
5251,9364,42:29.6
7907,8000,27:41.2
9135,8716,43:45.5
6245,2679,48:17.2
4147,1155,09:22.2
6157,7361,21:01.7
3172,6851,04:19.6
9126,1508,22:33.6
7507,7377,28:42.3
7215,9741,15:17.0
2705,8388,51:07.4
5937,2454,40:23.5
5009,9200,42:13.5
2429,2241,04:13.0
1495,4533,39:39.4
6010,4581,20:51.8
8508,5682,10:36.7
9936,5053,37:16.0
5803,7957,48:13.0
1409,7807,59:15.8
7931,3075,52:27.1
3656,7361,38:38.0
1220,4601,38:06.4
5807,9531,30:50.9
5347,9004,31:20.7
7657,1593,26:41.4
