worker_ref_id,worker_title,affected_from
7214,Asst. Manager,07:58.0
5344,Lead,39:20.0
2556,Manager,33:35.7
2649,Director,18:03.5
1091,Director,23:09.5
1647,Director,35:39.7
9859,Lead,02:26.9
2481,Asst. Manager,25:14.7
1576,Director,01:35.9
5136,Executive,42:25.6
2816,Director,00:39.1
829,Asst. Manager,40:07.3
117,Manager,47:19.7
2841,Lead,39:47.7
4739,Manager,22:15.3
8833,Director,09:13.0
6671,Lead,52:46.2
8759,Director,47:45.6
9032,Manager,50:17.8
7888,Director,33:02.8
1607,Lead,43:19.0
7544,Lead,50:07.3
9864,Lead,27:17.8
4711,Asst. Manager,12:51.4
5990,Asst. Manager,26:42.0
2265,Lead,31:07.2
1502,Executive,37:55.2
4072,Director,30:10.8
6846,Asst. Manager,28:12.0
2321,Lead,24:30.0
4781,Manager,59:54.3
4514,Manager,57:21.1
3665,Lead,28:29.6
786,Executive,34:19.5
6552,Manager,38:50.3
1112,Lead,28:43.4
1869,Executive,15:54.2
7002,Executive,09:08.8
6940,Executive,18:14.0
7643,Manager,06:04.6
4628,Lead,31:08.9
9924,Director,40:00.2
3740,Asst. Manager,19:52.9
7582,Manager,24:24.8
5160,Executive,08:06.9
4611,Executive,35:55.6
4234,Lead,11:10.2
630,Director,52:30.1
5177,Asst. Manager,24:59.4
2526,Director,52:32.7
4363,Lead,18:09.2
3207,Executive,42:29.0
2818,Executive,45:48.2
3953,Asst. Manager,21:29.5
7099,Lead,41:31.5
7279,Director,05:37.8
2340,Asst. Manager,30:31.2
5051,Manager,33:09.5
4292,Executive,47:46.1
4508,Lead,43:58.6
8655,Manager,33:47.2
2307,Director,52:49.5
9231,Manager,21:57.5
3325,Manager,44:21.0
4537,Manager,02:31.2
4830,Manager,33:39.5
2019,Director,26:58.4
5309,Executive,09:23.7
44,Executive,53:02.6
5358,Director,19:29.0
8884,Manager,19:46.4
1046,Director,38:30.5
755,Executive,41:58.8
5002,Asst. Manager,25:20.1
7537,Asst. Manager,25:17.6
6812,Lead,46:01.2
5100,Director,27:12.4
6875,Lead,10:21.4
9272,Manager,51:20.1
9294,Manager,29:38.1
3649,Executive,02:18.3
5804,Executive,05:17.3
3109,Manager,25:17.7
1343,Lead,48:33.9
2354,Manager,03:33.6
2446,Manager,01:44.3
6787,Lead,44:23.4
4903,Director,37:11.4
2329,Director,18:56.4
3338,Director,31:52.8
1582,Executive,45:48.5
2278,Manager,43:18.0
5537,Asst. Manager,39:54.1
3954,Director,12:01.4
321,Asst. Manager,31:34.8
2258,Manager,06:27.0
621,Asst. Manager,52:22.4
9810,Director,45:44.8
3900,Manager,26:26.2
3485,Director,01:58.7
296,Asst. Manager,59:17.0
1668,Asst. Manager,30:00.8
930,Asst. Manager,40:29.0
6677,Executive,53:33.8
5558,Manager,33:58.3
6983,Director,27:44.9
880,Lead,17:55.8
6672,Asst. Manager,44:36.0
657,Manager,45:08.4
781,Director,44:20.5
5732,Asst. Manager,07:37.2
6794,Executive,01:09.2
245,Director,03:42.6
959,Executive,11:21.9
9629,Lead,16:12.6
7553,Manager,58:48.6
2108,Director,57:39.2
5892,Executive,55:14.0
1554,Asst. Manager,54:45.0
7056,Executive,29:38.3
3640,Executive,14:28.1
4092,Manager,10:57.8
8735,Lead,45:43.1
1425,Manager,49:27.5
9062,Director,13:57.0
479,Lead,34:52.6
5377,Director,35:05.2
3535,Asst. Manager,26:57.0
2142,Executive,53:40.2
3585,Asst. Manager,41:20.6
7897,Executive,30:17.9
4660,Executive,04:53.2
6799,Lead,47:12.2
6841,Lead,21:41.5
7565,Lead,38:11.1
6350,Lead,23:13.0
8148,Manager,25:27.0
662,Lead,12:42.5
4502,Manager,16:07.1
4027,Manager,12:22.6
3457,Lead,51:46.1
1019,Executive,01:39.6
1238,Director,46:13.4
9319,Asst. Manager,09:02.6
1324,Director,21:42.7
8650,Director,16:27.2
2708,Lead,55:07.8
6529,Executive,10:17.3
9686,Director,46:22.1
5974,Asst. Manager,46:59.1
252,Manager,21:53.8
7058,Lead,05:41.7
7514,Lead,03:08.9
1293,Director,05:11.4
9862,Executive,20:55.8
4707,Asst. Manager,34:03.5
2034,Asst. Manager,05:33.7
3675,Asst. Manager,26:07.2
4719,Executive,21:22.0
3681,Director,37:36.8
7307,Lead,47:10.1
6674,Director,41:54.2
2250,Asst. Manager,29:05.7
3239,Executive,06:29.1
7529,Manager,09:50.1
5393,Director,20:17.5
2962,Director,02:03.2
5296,Director,41:40.4
3440,Manager,25:57.4
808,Director,10:09.5
1236,Executive,10:40.5
5501,Manager,52:44.0
8189,Executive,42:43.9
2434,Director,27:22.6
5443,Lead,51:11.6
5010,Lead,33:46.9
6960,Lead,17:35.5
8185,Manager,42:25.9
4058,Lead,31:37.3
8299,Manager,45:04.9
9460,Lead,39:09.7
7455,Director,29:55.4
6734,Manager,45:46.6
3145,Director,44:21.9
4585,Manager,39:11.7
122,Manager,39:37.1
7011,Executive,39:38.0
9046,Manager,32:10.3
594,Lead,28:16.5
3063,Asst. Manager,56:00.7
5580,Executive,33:19.9
276,Manager,37:32.9
339,Executive,56:04.0
8950,Lead,04:32.7
9180,Director,25:38.2
7021,Director,06:20.4
4252,Manager,33:17.6
2718,Executive,52:24.6
8612,Lead,57:34.1
8120,Director,07:56.6
1290,Manager,58:13.0
2902,Director,53:44.6
5821,Lead,36:46.2
2787,Manager,20:17.1
2474,Executive,08:33.4
4452,Lead,28:39.6
4947,Executive,46:25.3
5011,Asst. Manager,50:14.3
5670,Asst. Manager,02:35.9
2548,Asst. Manager,48:50.3
5550,Executive,30:33.4
8850,Director,02:44.4
1174,Asst. Manager,30:56.7
2107,Lead,43:37.7
43,Manager,01:17.3
1925,Executive,59:16.0
2781,Manager,09:28.9
3841,Executive,03:19.2
4766,Manager,44:08.2
6468,Executive,43:48.0
5813,Asst. Manager,21:20.0
5578,Executive,54:10.0
9016,Executive,02:16.8
3968,Asst. Manager,55:57.7
3356,Executive,33:16.3
6304,Asst. Manager,08:30.4
9261,Director,53:46.9
8524,Executive,22:40.2
4040,Lead,54:37.2
944,Executive,46:50.3
2296,Asst. Manager,48:58.4
6719,Executive,27:23.8
4872,Manager,34:13.2
6218,Lead,05:43.2
5546,Director,17:47.4
4486,Lead,30:09.6
8027,Asst. Manager,01:48.7
255,Executive,10:20.8
4785,Manager,47:18.5
4221,Asst. Manager,27:38.4
766,Director,01:31.7
3174,Manager,54:29.2
4285,Lead,50:43.0
2356,Director,01:38.9
461,Executive,18:33.8
3102,Manager,58:22.4
2115,Executive,48:18.0
5687,Asst. Manager,58:46.5
5132,Asst. Manager,57:26.4
5411,Asst. Manager,12:19.9
7168,Manager,08:32.3
9935,Director,16:04.8
1822,Director,11:58.5
2930,Manager,40:02.5
8753,Director,38:12.4
9092,Lead,00:18.5
3815,Asst. Manager,47:59.0
8801,Manager,14:13.2
7932,Asst. Manager,34:22.2
8755,Director,51:13.2
7269,Asst. Manager,49:59.1
6884,Director,27:22.9
9306,Director,22:19.3
6606,Lead,38:27.4
4123,Lead,03:00.1
8758,Executive,02:27.9
1649,Executive,45:41.0
706,Lead,59:42.1
3508,Asst. Manager,33:21.7
7736,Asst. Manager,10:17.1
8303,Asst. Manager,10:28.7
5189,Lead,35:07.4
9760,Director,30:27.4
8052,Manager,38:36.5
4961,Executive,50:19.8
4492,Director,04:31.9
7279,Lead,42:05.7
6511,Executive,47:17.8
8172,Asst. Manager,13:28.8
9038,Lead,32:05.6
7418,Manager,30:00.5
7045,Executive,43:34.7
9585,Lead,43:42.1
8022,Director,35:22.7
8021,Asst. Manager,16:50.1
9907,Asst. Manager,34:44.9
5433,Executive,15:28.7
2167,Director,29:31.2
7963,Asst. Manager,22:35.1
6539,Director,29:17.3
7111,Executive,48:32.3
7823,Lead,45:59.2
1640,Lead,06:34.0
3517,Asst. Manager,08:37.2
5278,Asst. Manager,24:42.1
9868,Director,05:46.9
496,Manager,13:08.5
824,Director,13:53.4
8536,Executive,53:44.9
6379,Lead,45:47.4
9269,Executive,21:22.0
102,Executive,53:13.4
483,Lead,37:02.6
2552,Lead,21:56.6
5888,Executive,55:52.3
3257,Manager,58:58.9
2931,Asst. Manager,26:44.6
3713,Asst. Manager,06:10.0
7660,Director,53:08.4
7010,Executive,54:10.8
3070,Manager,44:37.2
2568,Manager,13:00.7
2698,Executive,32:39.4
1307,Manager,38:39.4
6669,Lead,34:19.6
5456,Asst. Manager,21:15.0
7838,Asst. Manager,42:19.0
1189,Director,36:26.3
3447,Asst. Manager,14:13.7
6769,Director,52:51.6
154,Manager,36:58.2
22,Lead,54:20.3
9160,Executive,32:46.9
9514,Lead,24:00.1
9287,Manager,17:54.5
5419,Executive,09:02.1
4750,Executive,28:12.0
1435,Lead,40:52.3
4745,Executive,02:04.1
8065,Lead,54:26.0
1625,Lead,43:22.7
7110,Lead,35:47.7
6055,Manager,54:57.6
8670,Asst. Manager,51:36.9
1517,Director,41:36.1
5963,Director,49:47.0
1161,Asst. Manager,34:42.1
1927,Lead,55:39.0
8420,Executive,48:39.9
8754,Director,41:16.4
7246,Asst. Manager,27:20.7
3081,Asst. Manager,52:55.1
9683,Lead,57:34.7
6958,Asst. Manager,07:58.0
2953,Director,29:46.9
2503,Executive,50:55.6
2796,Manager,25:48.9
8068,Manager,17:32.2
351,Executive,54:48.7
936,Asst. Manager,00:23.5
4478,Manager,29:11.4
3102,Asst. Manager,14:11.6
2811,Director,50:44.5
6010,Director,49:24.2
2089,Director,45:17.5
48,Manager,33:02.3
9243,Lead,37:58.0
418,Director,17:13.4
9983,Asst. Manager,26:01.2
8796,Director,47:57.1
6461,Lead,01:06.9
3252,Director,32:06.4
1756,Director,04:07.8
1849,Lead,54:49.0
7239,Manager,34:53.3
8753,Executive,34:11.7
1947,Manager,13:36.3
6385,Asst. Manager,20:03.5
5836,Director,12:36.9
7535,Lead,21:23.0
8661,Executive,57:25.3
8494,Manager,18:04.8
3840,Lead,43:27.4
9154,Lead,23:05.2
3706,Manager,12:28.6
1017,Asst. Manager,38:13.9
8120,Director,13:34.0
8870,Executive,48:40.4
8004,Lead,25:55.8
757,Manager,43:23.2
6988,Director,42:52.8
7233,Director,14:39.6
360,Executive,47:58.0
3879,Asst. Manager,15:06.3
8010,Lead,41:44.9
5851,Lead,34:37.8
8824,Director,20:27.0
502,Manager,20:34.4
2403,Asst. Manager,46:16.2
5575,Director,11:50.7
8578,Lead,20:23.2
7842,Lead,30:40.9
6189,Executive,07:24.3
9423,Executive,25:48.1
8503,Director,56:22.1
8982,Executive,22:09.1
6609,Director,28:36.4
8709,Director,50:00.6
9568,Manager,32:50.2
3277,Lead,37:33.4
8178,Director,02:50.0
1560,Manager,11:38.7
5463,Executive,25:53.5
9725,Lead,17:14.2
7121,Manager,45:29.1
1974,Lead,58:42.9
9927,Lead,58:19.4
5970,Director,04:06.5
4322,Manager,57:31.3
811,Director,44:57.1
9938,Manager,49:39.7
8787,Manager,08:44.4
404,Manager,01:21.8
618,Lead,09:36.5
1984,Asst. Manager,18:40.1
6118,Manager,53:04.0
917,Manager,22:26.2
1386,Asst. Manager,38:15.8
580,Lead,04:32.5
2671,Asst. Manager,46:46.1
7286,Asst. Manager,59:53.4
4123,Manager,26:47.6
2663,Asst. Manager,20:42.7
4796,Lead,00:41.9
9803,Director,48:23.9
7207,Asst. Manager,44:37.1
9337,Manager,09:25.1
604,Manager,14:55.8
3853,Asst. Manager,33:01.6
9059,Director,20:33.7
4217,Director,17:54.9
3160,Asst. Manager,13:23.1
3020,Manager,23:19.0
9974,Director,27:23.8
5509,Executive,23:35.3
2322,Executive,43:46.5
2592,Asst. Manager,23:11.2
3866,Executive,08:36.7
27,Lead,59:30.9
416,Asst. Manager,09:26.7
251,Lead,12:28.3
1520,Manager,59:32.6
5316,Director,26:18.3
615,Executive,19:04.5
1270,Asst. Manager,22:49.4
8348,Manager,28:40.6
9339,Manager,08:51.7
9337,Manager,53:58.6
8285,Director,05:17.6
8587,Lead,04:06.6
2722,Manager,08:43.2
6821,Asst. Manager,19:28.2
6041,Director,52:06.7
6978,Director,59:14.7
6601,Asst. Manager,39:09.1
4414,Director,37:44.2
7422,Lead,23:00.1
6948,Director,23:05.8
6946,Asst. Manager,56:39.1
3958,Manager,56:01.8
3159,Director,53:32.4
8861,Lead,22:25.7
6014,Asst. Manager,39:10.6
9691,Manager,13:42.1
8230,Director,04:03.7
888,Asst. Manager,24:15.0
331,Director,24:05.3
5476,Executive,25:00.8
1056,Asst. Manager,57:31.8
514,Manager,55:37.2
590,Executive,03:34.1
3508,Manager,03:51.6
8254,Executive,48:29.3
5165,Lead,56:20.2
6377,Asst. Manager,19:43.5
4285,Lead,37:12.1
977,Director,10:31.9
7062,Asst. Manager,37:43.0
5922,Executive,49:57.9
3415,Manager,32:58.8
5965,Executive,00:12.5
9251,Manager,47:47.8
3121,Executive,15:56.9
9353,Executive,11:39.3
1016,Lead,25:24.5
1718,Lead,21:26.6
9275,Director,55:23.8
3871,Asst. Manager,29:05.3
3758,Manager,57:06.8
4729,Lead,54:12.7
1271,Executive,43:48.2
9273,Manager,50:32.8
2380,Lead,31:37.7
9360,Executive,07:06.7
2012,Executive,41:25.8
2453,Executive,34:54.2
524,Executive,33:05.0
9984,Lead,02:17.2
3362,Director,57:56.6
8871,Asst. Manager,18:41.1
235,Executive,35:36.3
221,Manager,50:22.9
7625,Executive,16:59.6
4765,Manager,05:46.5
5413,Manager,29:05.2
4130,Director,23:59.4
8490,Executive,16:51.5
2880,Executive,04:44.2
173,Lead,27:18.7
9452,Manager,06:29.9
8246,Manager,19:44.1
5656,Lead,57:10.4
4878,Manager,40:03.6
9392,Director,54:00.3
6352,Manager,02:44.4
7886,Lead,06:40.5
5325,Executive,29:49.2
6534,Executive,15:05.9
2552,Lead,55:32.9
2760,Director,10:03.2
8153,Director,57:57.6
9546,Director,21:09.0
9075,Lead,56:51.7
9244,Manager,52:45.4
9741,Executive,20:00.2
1893,Asst. Manager,54:14.0
9543,Asst. Manager,17:11.0
4785,Asst. Manager,14:38.9
8449,Manager,24:37.3
8923,Asst. Manager,52:39.8
5989,Executive,25:01.6
7841,Asst. Manager,25:57.8
3089,Manager,43:10.1
5070,Executive,15:27.8
8983,Lead,35:40.4
8644,Executive,26:03.4
5882,Asst. Manager,58:56.6
5061,Lead,35:38.0
1824,Asst. Manager,31:53.4
6518,Lead,03:06.4
3740,Asst. Manager,18:07.8
3291,Director,02:25.8
2354,Asst. Manager,53:17.2
4497,Asst. Manager,44:37.6
8793,Manager,10:10.2
7128,Manager,05:08.5
8639,Manager,02:49.6
5009,Executive,52:52.7
2404,Lead,45:56.7
5977,Director,10:52.5
5909,Lead,27:36.9
6036,Executive,08:18.5
3545,Executive,16:50.6
8991,Executive,03:48.9
9008,Manager,22:05.2
8908,Lead,55:36.3
9671,Director,29:05.5
5171,Asst. Manager,13:41.7
6883,Asst. Manager,48:43.0
9316,Executive,21:05.6
9890,Lead,00:21.3
9751,Manager,25:04.3
3160,Director,36:00.5
9893,Asst. Manager,49:45.7
2975,Executive,01:31.0
6608,Lead,49:27.7
3513,Executive,14:55.6
549,Asst. Manager,00:54.5
9085,Lead,26:19.4
4159,Manager,46:21.3
7826,Asst. Manager,16:04.0
5651,Lead,29:42.0
7736,Lead,52:19.7
4626,Asst. Manager,14:17.3
3661,Executive,06:30.0
549,Manager,54:47.5
5236,Asst. Manager,27:37.6
1875,Executive,48:21.4
2030,Director,53:56.7
6152,Asst. Manager,14:57.3
3895,Executive,32:08.5
7525,Executive,07:15.6
7298,Lead,59:44.3
696,Asst. Manager,06:43.3
2466,Executive,25:07.4
9348,Executive,26:23.7
3040,Asst. Manager,30:54.0
465,Director,41:47.6
6357,Director,41:20.2
2192,Asst. Manager,46:06.5
621,Director,58:26.4
3704,Executive,11:36.6
8771,Lead,09:58.5
4427,Asst. Manager,18:59.8
8252,Lead,16:38.8
7057,Asst. Manager,00:38.1
954,Executive,39:37.8
1205,Asst. Manager,04:06.2
9929,Lead,18:49.9
9150,Manager,27:02.0
398,Director,43:51.5
2383,Executive,31:13.4
4213,Lead,09:03.7
4986,Manager,08:09.0
3222,Executive,19:28.1
7895,Manager,16:22.1
372,Asst. Manager,51:02.5
2145,Asst. Manager,48:37.6
3958,Asst. Manager,49:12.8
9498,Asst. Manager,33:38.4
5720,Director,29:17.2
2492,Lead,19:40.2
1380,Manager,06:05.6
7387,Asst. Manager,56:01.9
7511,Manager,06:55.6
1514,Executive,07:34.6
3866,Lead,12:12.0
1925,Director,37:56.6
7588,Executive,50:58.0
1923,Manager,23:20.1
2958,Director,29:32.5
9,Manager,10:38.9
1796,Asst. Manager,36:49.0
9838,Lead,47:59.2
4639,Director,08:43.5
4077,Director,14:25.5
9224,Lead,08:49.3
8693,Director,09:41.0
3054,Lead,07:40.1
7239,Manager,20:30.5
5558,Manager,33:28.1
5940,Asst. Manager,39:47.9
8976,Manager,11:37.7
4350,Executive,44:43.7
1885,Director,09:58.7
6435,Lead,07:27.3
8134,Asst. Manager,36:18.9
1235,Asst. Manager,49:00.4
6855,Asst. Manager,05:27.4
8028,Asst. Manager,45:49.8
6063,Asst. Manager,43:57.4
4422,Executive,14:07.4
8824,Executive,29:16.8
6441,Asst. Manager,29:01.3
1153,Executive,47:21.0
3876,Lead,42:44.6
1896,Asst. Manager,31:33.8
6265,Lead,57:21.4
4882,Manager,19:20.7
592,Asst. Manager,14:48.0
2315,Asst. Manager,43:11.7
5479,Manager,34:26.4
4832,Lead,39:21.1
9237,Executive,50:57.2
887,Asst. Manager,33:53.4
9720,Executive,54:48.1
7865,Asst. Manager,24:50.1
7887,Director,51:01.3
3008,Manager,38:29.8
4598,Manager,10:26.8
1580,Lead,40:55.6
7440,Director,04:36.2
3523,Director,01:16.6
4736,Director,28:30.6
7643,Manager,00:56.4
8809,Manager,37:15.3
5186,Executive,00:17.6
139,Manager,15:19.0
1744,Manager,05:28.9
4192,Asst. Manager,49:30.8
6748,Manager,22:09.6
9370,Executive,16:21.9
8856,Asst. Manager,55:21.6
3653,Lead,58:21.1
343,Manager,58:51.8
5111,Manager,36:35.6
2158,Lead,19:56.7
7172,Asst. Manager,23:24.7
3230,Director,00:16.5
12,Lead,38:03.8
106,Lead,46:44.1
8493,Director,03:02.5
9770,Asst. Manager,45:09.1
453,Executive,16:52.8
5909,Executive,16:35.1
7542,Asst. Manager,09:39.3
2891,Executive,06:49.9
6792,Lead,03:59.0
336,Executive,34:25.1
710,Lead,03:36.9
3084,Asst. Manager,08:55.2
1635,Director,07:54.5
1774,Manager,03:50.9
9339,Asst. Manager,27:52.7
2468,Asst. Manager,11:13.6
1730,Director,32:35.3
6551,Manager,57:18.8
7460,Director,27:19.3
5512,Lead,00:37.7
4406,Director,37:35.6
1801,Lead,11:38.3
2038,Director,35:30.8
1401,Asst. Manager,33:00.9
4612,Lead,10:55.5
7774,Executive,29:06.3
9895,Lead,34:51.1
402,Asst. Manager,54:56.1
4199,Executive,16:10.9
6480,Lead,48:02.5
2506,Manager,44:21.7
7599,Manager,57:52.4
3713,Lead,03:20.6
9392,Executive,21:31.4
8450,Asst. Manager,38:21.2
1525,Asst. Manager,26:09.8
3267,Lead,42:02.1
5154,Executive,09:50.8
5346,Lead,08:26.8
9907,Executive,05:35.7
3397,Asst. Manager,10:24.3
106,Director,11:56.2
1488,Executive,44:36.9
1712,Lead,06:17.3
4832,Executive,58:56.0
3402,Executive,56:45.9
5590,Asst. Manager,34:34.7
7032,Director,02:00.2
2431,Director,39:13.9
1977,Executive,04:44.7
8379,Executive,37:40.3
732,Director,36:56.9
2821,Manager,32:36.1
5646,Asst. Manager,57:58.3
7790,Director,01:09.2
5883,Executive,43:14.2
6507,Lead,59:36.0
2940,Manager,05:08.2
4111,Manager,01:41.3
5709,Director,27:22.0
5329,Executive,05:57.9
9573,Asst. Manager,42:19.5
3244,Director,39:57.9
9338,Director,41:39.1
8683,Asst. Manager,13:43.6
953,Asst. Manager,08:24.9
9841,Manager,13:57.3
6513,Manager,40:29.5
8094,Manager,41:29.6
3124,Asst. Manager,43:05.4
451,Lead,41:38.8
3935,Director,19:49.3
8949,Lead,18:08.3
791,Asst. Manager,09:48.7
2044,Director,58:46.6
9259,Manager,07:09.6
8540,Lead,34:10.3
6919,Asst. Manager,15:29.4
1871,Executive,01:45.0
9904,Asst. Manager,56:28.5
3356,Manager,59:50.9
1940,Executive,22:59.8
8735,Executive,03:06.9
7957,Executive,33:38.2
7956,Lead,40:44.2
7479,Manager,57:31.3
4487,Asst. Manager,03:50.7
5371,Manager,33:44.8
6371,Lead,13:40.8
5436,Executive,40:52.1
2900,Director,05:15.3
9533,Director,58:49.8
3215,Asst. Manager,52:19.0
7438,Director,11:37.0
3343,Asst. Manager,28:04.8
6248,Manager,36:20.0
5877,Director,47:14.7
4380,Manager,18:29.2
205,Lead,35:53.5
8657,Lead,47:11.5
4865,Director,02:48.4
7485,Asst. Manager,49:57.0
896,Lead,17:48.6
1443,Executive,34:45.1
5696,Asst. Manager,40:29.7
7088,Manager,59:56.7
2319,Asst. Manager,44:44.0
6472,Manager,43:19.4
4093,Executive,09:15.7
8648,Asst. Manager,03:41.4
4873,Lead,44:39.4
718,Asst. Manager,25:27.0
1800,Manager,57:40.9
6033,Asst. Manager,08:09.4
4079,Asst. Manager,58:29.8
181,Asst. Manager,36:43.3
1827,Executive,10:50.0
2093,Asst. Manager,51:13.7
1070,Director,54:38.3
2489,Lead,03:07.1
6564,Manager,42:45.3
9867,Lead,17:17.4
1808,Lead,27:27.9
3291,Executive,14:00.4
5298,Asst. Manager,30:29.5
9744,Lead,56:20.1
6087,Lead,51:07.7
7683,Executive,20:03.9
6865,Director,54:40.8
4589,Executive,45:17.8
926,Executive,31:16.5
7042,Manager,50:51.3
3928,Manager,35:38.7
2345,Asst. Manager,20:25.9
193,Manager,32:51.2
7459,Asst. Manager,20:05.8
1914,Asst. Manager,01:44.9
1105,Lead,09:08.8
2919,Asst. Manager,17:01.6
1541,Executive,16:30.7
6883,Executive,31:35.9
4177,Manager,06:50.4
8787,Asst. Manager,05:56.8
280,Director,28:03.0
9878,Executive,52:59.5
1675,Asst. Manager,28:50.2
9899,Executive,44:38.6
8195,Executive,17:11.3
4213,Asst. Manager,39:16.2
9381,Director,25:57.4
2777,Manager,44:32.5
8468,Director,09:19.2
1784,Executive,21:49.7
7329,Executive,29:36.7
9274,Manager,21:27.6
5141,Lead,20:44.6
1698,Asst. Manager,57:31.2
6510,Executive,10:15.1
1297,Executive,36:03.2
2039,Executive,46:02.5
6485,Director,46:34.0
8852,Executive,34:35.5
7922,Director,56:53.5
3345,Executive,58:57.1
6987,Manager,29:21.8
6636,Director,57:28.5
3549,Manager,12:35.5
536,Executive,48:00.3
1743,Manager,48:05.2
3401,Lead,53:49.9
1264,Asst. Manager,05:45.3
3758,Asst. Manager,55:19.3
2576,Asst. Manager,18:25.8
9911,Asst. Manager,56:39.9
4941,Executive,36:50.6
5270,Executive,21:30.8
9893,Manager,15:36.1
9658,Asst. Manager,37:09.1
9212,Lead,43:23.7
7291,Asst. Manager,09:40.4
5542,Lead,59:06.8
6043,Asst. Manager,21:10.5
2126,Executive,22:42.9
8130,Lead,39:05.2
1533,Manager,18:16.3
3830,Director,40:54.7
5035,Director,21:46.5
3637,Lead,42:18.6
8480,Manager,42:19.2
9672,Asst. Manager,28:20.6
1419,Manager,47:45.4
8031,Director,52:49.3
752,Manager,04:42.2
7498,Executive,25:49.3
6986,Director,38:04.5
1935,Asst. Manager,00:12.9
3684,Lead,40:47.2
5789,Executive,22:39.1
2596,Director,57:24.7
8274,Manager,58:27.9
2441,Director,14:36.1
2877,Asst. Manager,39:40.2
3804,Lead,01:27.6
3769,Director,00:22.9
5267,Manager,21:33.4
2397,Lead,43:29.4
2471,Director,07:15.1
5811,Director,15:39.5
8339,Director,38:16.6
2922,Executive,22:47.7
7779,Lead,18:03.7
4380,Director,01:40.6
7309,Executive,20:43.9
9710,Executive,57:32.6
1329,Director,06:23.8
2255,Director,46:05.2
2101,Executive,59:01.4
2962,Director,24:30.3
5311,Executive,21:58.4
1328,Director,12:27.4
1906,Asst. Manager,36:28.0
9650,Manager,55:17.8
1687,Manager,50:57.9
1011,Manager,26:53.6
7377,Director,32:25.3
6190,Lead,05:41.6
6655,Asst. Manager,49:15.4
7393,Executive,18:09.9
6269,Executive,35:17.3
6609,Lead,20:49.7
7566,Manager,14:37.7
7089,Executive,59:56.7
797,Director,52:55.7
6276,Manager,48:35.8
2542,Executive,46:41.4
4434,Executive,29:47.8
4419,Executive,05:31.6
3567,Asst. Manager,48:40.6
6009,Asst. Manager,27:28.0
1499,Asst. Manager,19:30.0
9825,Executive,02:13.5
9554,Executive,18:19.4
6788,Executive,59:08.4
9644,Manager,05:42.3
6993,Lead,54:37.1
4829,Asst. Manager,43:58.0
6568,Executive,09:18.6
6437,Executive,02:26.1
6830,Executive,30:55.4
1825,Asst. Manager,32:49.9
59,Manager,23:24.5
5317,Executive,42:15.8
7304,Asst. Manager,48:55.8
7653,Lead,25:35.7
3024,Executive,47:26.4
7879,Executive,53:17.4
6687,Director,10:44.2
2690,Asst. Manager,10:15.1
5799,Manager,41:03.0
549,Manager,32:44.1
8065,Asst. Manager,28:02.1
5585,Executive,19:45.2
9685,Executive,52:34.3
7450,Director,16:13.2
5512,Lead,54:09.6
2072,Manager,53:10.5
466,Executive,48:38.0
3937,Lead,46:47.9
317,Director,18:56.2
9200,Executive,00:48.3
7654,Director,22:23.8
9790,Director,29:52.5
5547,Lead,37:40.5
171,Asst. Manager,54:35.3
7016,Lead,25:59.3
8231,Manager,41:48.2
2398,Director,35:30.3
7781,Asst. Manager,46:50.8
3701,Lead,06:51.3
1917,Manager,03:17.1
9692,Lead,33:41.7
8454,Manager,59:08.1
9353,Manager,09:21.7
9919,Lead,29:40.4
6448,Executive,53:35.4
4538,Director,05:13.5
6613,Executive,21:17.4
2866,Manager,46:44.6
8084,Manager,30:58.1
3521,Director,03:21.5
7073,Lead,21:34.3
8083,Lead,43:58.1
9648,Manager,27:14.4
7738,Executive,23:42.6
3446,Executive,06:21.5
2141,Asst. Manager,55:37.3
2338,Executive,04:14.4
8310,Asst. Manager,21:59.3
1560,Lead,01:17.4
485,Executive,15:34.0
7155,Executive,44:45.5
5310,Lead,06:46.6
1600,Director,48:35.2
7354,Director,04:48.3
1771,Lead,28:01.1
3581,Executive,16:53.9
4572,Lead,21:25.7
5253,Lead,34:06.6
8624,Lead,13:27.1
1368,Executive,46:15.6
9097,Lead,12:26.1
8753,Asst. Manager,18:49.3
3904,Executive,10:26.6
5718,Asst. Manager,16:42.2
6302,Director,25:03.5
1671,Manager,19:20.6
8352,Lead,51:50.9
7811,Manager,46:51.3
8421,Asst. Manager,56:52.4
3161,Lead,25:20.2
9530,Manager,01:57.6
7131,Lead,44:10.2
9577,Director,03:03.4
8,Asst. Manager,12:28.9
3923,Manager,53:23.0
9931,Manager,08:56.3
6975,Executive,34:59.7
1709,Manager,53:06.7
8243,Executive,55:27.8
1946,Manager,48:14.7
2419,Asst. Manager,01:45.6
3045,Executive,35:07.2
1728,Lead,55:45.2
822,Lead,14:11.2
8443,Director,58:18.3
9442,Lead,14:24.8
2309,Asst. Manager,38:53.6
8650,Manager,57:38.1
1252,Manager,57:58.8
725,Director,39:13.2
5734,Director,23:48.4
9549,Asst. Manager,05:23.5
6629,Director,54:37.6
8798,Lead,28:00.3
9569,Director,20:57.6
3241,Manager,42:34.3
1753,Asst. Manager,15:12.2
3441,Lead,42:40.0
1237,Lead,34:53.6
305,Manager,35:23.9
5162,Manager,29:53.7
8408,Director,00:09.2
241,Executive,10:21.5
3450,Asst. Manager,41:21.9
3188,Director,17:29.0
